,host response time,host response rate,host verifications,latitude,longitude,property type,room type,bathrooms,bedrooms,beds,bed type,amenities,security deposit,cleaning fee,guests included,extra people,minimum nights,maximum nights,availability 365,number of reviews,cancellation policy,features,price,average review,final neighbourhood,years being host
2347,within an hour,100.0,3,40.41283539205996,-3.7083789919475834,Apartment,Entire home/apt,1.0,2.0,4.0,Real Bed,20,200.0,30.0,5,0,3,180,188,44,moderate,4,130.0,22.0,Centro,5
2348,within an hour,99.0,4,40.416337249873166,-3.712171919228758,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,22,120.0,35.0,2,15,1,1125,224,29,strict,6,59.0,22.428571428571427,Centro,2
2349,within a few hours,100.0,6,40.418685648046754,-3.709315424175693,Apartment,Private room,2.0,1.0,1.0,Real Bed,8,90.0,30.0,1,8,3,1125,0,24,moderate,4,17.0,19.285714285714285,Centro,6
2350,within an hour,100.0,2,40.41349007674406,-3.707730780093659,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,14,183.0,20.0,1,0,2,1125,197,32,moderate,2,60.0,20.857142857142858,Centro,2
2351,within an hour,100.0,3,40.40909137700006,-3.710371197938254,Apartment,Entire home/apt,1.0,0.0,2.0,Pull-out Sofa,14,150.0,18.0,1,0,2,1125,285,42,strict,2,36.0,21.0,Centro,2
2352,within an hour,100.0,4,40.42044817321632,-3.707975279088121,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,24,183.0,35.0,1,0,1,180,196,112,moderate,4,80.0,22.285714285714285,Centro,4
2353,within an hour,100.0,4,40.42020512302624,-3.7066657540590486,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,22,300.0,30.0,1,0,1,15,341,20,flexible,3,100.0,18.285714285714285,Centro,3
2354,within an hour,95.0,3,40.411556437205455,-3.7125581414582696,Apartment,Private room,2.0,1.0,1.0,Real Bed,9,183.0,30.0,1,0,7,1125,342,0,flexible,4,30.0,21.257599200162016,Centro,1
2355,within a day,100.0,5,40.41007293982047,-3.716423338039872,Apartment,Entire home/apt,1.0,3.0,3.0,Real Bed,7,200.0,30.0,1,0,2,1125,332,24,strict,4,110.0,22.0,Centro,3
2356,within an hour,100.0,7,40.41960667984,-3.709645406088199,House,Private room,1.0,1.0,1.0,Real Bed,15,150.0,40.0,1,0,3,7,93,9,moderate,5,38.0,21.714285714285715,Centro,5
2357,within an hour,99.0,4,40.40877673798057,-3.710726262212002,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,6,183.0,20.0,1,0,2,1125,95,0,strict,5,90.0,21.257599200162016,Centro,1
2358,within an hour,100.0,4,40.420925522904405,-3.712183940235206,Apartment,Entire home/apt,1.0,0.0,2.0,Real Bed,9,94.0,30.0,2,10,2,30,250,56,strict,7,55.0,21.857142857142858,Centro,5
2359,within a few hours,100.0,9,40.410102477005765,-3.704552193803583,Other,Entire home/apt,1.0,1.0,2.0,Real Bed,12,900.0,25.0,1,10,2,1125,306,168,strict,4,30.0,21.857142857142858,Centro,5
2360,within an hour,100.0,3,40.40868956888174,-3.7016140162322553,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,18,200.0,20.0,1,0,1,1125,251,22,strict,2,50.0,21.285714285714285,Centro,2
2361,within an hour,95.0,4,40.40874740165384,-3.707356869694282,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,14,100.0,30.0,1,15,3,1125,0,0,flexible,3,68.0,21.257599200162016,Centro,4
2362,within an hour,94.0,4,40.40964905019378,-3.699432003295129,House,Entire home/apt,1.0,1.0,2.0,Real Bed,14,183.0,10.0,1,0,3,15,94,17,strict,3,45.0,19.857142857142858,Centro,2
2363,within a day,90.0,4,40.40985012974754,-3.7063601664986425,Apartment,Private room,1.0,1.0,1.0,Real Bed,14,183.0,10.0,1,10,3,1125,311,2,flexible,2,25.0,22.714285714285715,Centro,2
2364,within an hour,100.0,4,40.4105187844885,-3.706236593537308,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,13,183.0,30.0,2,12,3,1125,318,45,strict,4,45.0,20.285714285714285,Centro,4
2365,within an hour,100.0,7,40.41339788088162,-3.701778033904947,Apartment,Entire home/apt,2.0,3.0,7.0,Real Bed,20,450.0,70.0,6,25,2,1125,294,18,strict,4,220.0,22.428571428571427,Centro,6
2366,within an hour,100.0,5,40.40953343437864,-3.7028598171607374,Apartment,Entire home/apt,1.0,0.0,2.0,Real Bed,18,183.0,20.0,2,8,3,90,327,59,moderate,5,50.0,21.0,Centro,4
2367,within a few hours,100.0,4,40.40734985938669,-3.7043838846030255,Apartment,Private room,2.0,1.0,1.0,Real Bed,16,183.0,10.0,1,5,1,4,73,19,flexible,2,25.0,21.428571428571427,Centro,1
2368,within an hour,100.0,3,40.40797496501758,-3.698651922410441,House,Private room,1.0,1.0,1.0,Real Bed,19,183.0,30.0,1,10,1,3,74,4,flexible,3,35.0,22.857142857142858,Centro,4
2369,within a few hours,100.0,4,40.41094094594833,-3.706943472169352,Apartment,Private room,4.0,1.0,1.0,Real Bed,12,183.0,15.0,1,5,10,1125,61,0,strict,3,25.0,21.257599200162016,Centro,3
2370,within a day,100.0,5,40.40656713343284,-3.70814444978488,Apartment,Entire home/apt,1.0,3.0,3.0,Real Bed,9,150.0,30.0,6,0,5,1125,146,32,moderate,4,75.0,18.0,Centro,5
2371,within an hour,95.0,6,40.40882708781443,-3.7006142445405215,Apartment,Private room,2.0,1.0,1.0,Real Bed,9,200.0,30.0,1,0,7,1125,61,0,strict,4,43.0,21.257599200162016,Centro,1
2372,within a day,100.0,3,40.409048983445686,-3.696733426019003,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,8,183.0,30.0,1,0,3,14,36,14,strict,2,60.0,20.142857142857142,Centro,1
2373,within an hour,100.0,5,40.40980734937371,-3.702739914912213,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,16,183.0,30.0,1,0,2,1125,224,120,flexible,5,40.0,21.428571428571427,Centro,3
2374,within a few hours,100.0,5,40.40995303185249,-3.697101559654868,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,19,300.0,35.0,1,20,3,365,246,4,strict,4,52.0,20.857142857142858,Centro,5
2375,within an hour,100.0,3,40.41224066366093,-3.70147969563551,House,Private room,1.0,1.0,1.0,Real Bed,13,183.0,12.0,1,0,1,5,320,7,moderate,2,25.0,21.714285714285715,Centro,4
2376,within a day,90.0,4,40.40942432579837,-3.705526558729672,Apartment,Private room,1.0,1.0,1.0,Real Bed,16,183.0,10.0,1,0,1,1125,359,0,flexible,2,25.0,21.257599200162016,Centro,2
2377,within a day,100.0,7,40.41236670457516,-3.702661362041466,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,16,90.0,30.0,1,0,3,1125,160,30,moderate,5,65.0,22.285714285714285,Centro,1
2378,within an hour,100.0,5,40.4135071854014,-3.701949057461607,Apartment,Entire home/apt,3.0,4.0,5.0,Real Bed,14,250.0,30.0,1,0,3,1125,189,38,moderate,5,315.0,22.714285714285715,Centro,4
2379,within a day,83.0,4,40.40784461446077,-3.70286445868477,Apartment,Entire home/apt,1.0,0.0,1.0,Real Bed,18,150.0,20.0,2,0,2,1125,52,7,strict,4,35.0,20.571428571428573,Centro,3
2381,within an hour,95.0,3,40.40717910766585,-3.7009063500744737,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,6,183.0,10.0,3,8,3,10,0,2,flexible,3,52.0,20.857142857142858,Centro,2
2382,within an hour,100.0,3,40.40932065954943,-3.6963099240028576,Apartment,Entire home/apt,1.0,2.0,2.0,Real Bed,11,183.0,30.0,1,10,2,1125,301,164,strict,4,62.0,19.428571428571427,Centro,2
2383,within a few hours,100.0,6,40.40861859519446,-3.708916473907103,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,14,183.0,35.0,2,10,2,1125,119,2,flexible,4,60.0,22.857142857142858,Centro,1
2384,a few days or more,0.0,6,40.4087985643252,-3.700927968775959,Bed & Breakfast,Private room,1.0,1.0,1.0,Real Bed,11,183.0,5.0,1,0,2,7,364,1,strict,3,26.0,18.857142857142858,Centro,1
2385,within an hour,95.0,2,40.40889662545928,-3.704505965668844,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,18,183.0,30.0,1,0,1,1125,0,0,flexible,2,70.0,21.257599200162016,Centro,1
2386,within an hour,97.0,5,40.41213807192798,-3.699964156710548,Apartment,Entire home/apt,1.0,1.0,1.0,Pull-out Sofa,15,100.0,20.0,1,0,1,1125,304,150,strict,4,53.0,20.571428571428573,Centro,5
2387,within a few hours,100.0,7,40.40749750528514,-3.699385247008793,Apartment,Entire home/apt,1.0,2.0,4.0,Real Bed,20,150.0,40.0,2,0,3,30,65,6,moderate,4,89.0,22.857142857142858,Centro,2
2388,within an hour,95.0,2,40.40750436956578,-3.6983926025623672,House,Private room,1.0,1.0,1.0,Real Bed,16,183.0,30.0,1,0,2,7,51,0,flexible,2,30.0,21.257599200162016,Centro,1
2389,within an hour,97.0,6,40.40882682944229,-3.699057011039256,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,11,100.0,30.0,1,0,2,1125,39,35,strict,4,40.0,19.714285714285715,Centro,2
2390,within an hour,100.0,3,40.41178827218737,-3.698976367630805,Apartment,Private room,1.0,1.0,1.0,Real Bed,10,95.0,8.0,1,0,2,1125,146,0,strict,4,30.0,21.257599200162016,Centro,0
2391,within an hour,100.0,5,40.40745261692992,-3.7003387811572863,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,11,183.0,30.0,2,10,2,1125,284,33,flexible,4,45.0,19.857142857142858,Centro,2
2392,within an hour,100.0,3,40.409443221747495,-3.701720118105512,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,9,183.0,20.0,1,0,1,1125,5,5,moderate,3,39.0,22.0,Centro,2
2393,within a few hours,100.0,3,40.40806970614835,-3.704363614251749,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,13,100.0,15.0,2,12,3,10,149,10,flexible,3,49.0,21.142857142857142,Centro,1
2394,within a day,100.0,4,40.41427717596571,-3.696483430064295,Apartment,Private room,1.0,1.0,1.0,Real Bed,18,150.0,20.0,1,0,3,1125,173,2,strict,4,65.0,22.857142857142858,Centro,2
2395,within an hour,100.0,5,40.41117341529471,-3.692961213403725,House,Entire home/apt,1.0,2.0,4.0,Real Bed,9,150.0,20.0,2,20,2,1125,254,94,flexible,5,55.0,21.0,Centro,2
2396,within a few hours,100.0,3,40.412806913494805,-3.6975096682354662,Apartment,Entire home/apt,1.0,0.0,2.0,Real Bed,14,100.0,30.0,2,0,2,1125,277,77,strict,3,50.0,21.285714285714285,Centro,2
2397,within a few hours,100.0,5,40.41262388185904,-3.698824020504349,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,15,87.0,12.0,2,12,2,150,326,293,strict,4,56.0,20.714285714285715,Centro,5
2398,within an hour,100.0,4,40.41113095157335,-3.693369775767854,Apartment,Private room,1.0,1.0,1.0,Real Bed,7,100.0,9.0,1,0,3,5,33,9,moderate,4,20.0,20.0,Centro,1
2399,within a few hours,100.0,6,40.41539610211598,-3.69879591116897,Apartment,Entire home/apt,1.0,2.0,4.0,Real Bed,24,150.0,60.0,6,0,1,14,290,70,strict,4,109.0,22.571428571428573,Centro,2
2400,within an hour,95.0,3,40.41649511192565,-3.69434559867651,Apartment,Private room,1.0,1.0,3.0,Real Bed,2,183.0,30.0,1,0,1,1125,365,0,flexible,3,300.0,21.257599200162016,Centro,1
2401,within an hour,100.0,4,40.41378354512561,-3.698910064112477,Apartment,Entire home/apt,1.5,2.0,4.0,Real Bed,16,183.0,25.0,4,12,3,1125,120,80,moderate,6,86.0,21.714285714285715,Centro,4
2402,within an hour,100.0,6,40.41043186389231,-3.694394307937728,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,16,100.0,20.0,1,70,2,14,71,10,moderate,3,60.0,22.857142857142858,Centro,2
2403,within an hour,100.0,4,40.41218714457149,-3.694411303050169,Apartment,Entire home/apt,2.0,2.0,3.0,Real Bed,13,300.0,60.0,2,15,28,360,180,2,moderate,3,84.0,21.0,Centro,5
2404,within a few hours,100.0,7,40.41360473015385,-3.6977058784063215,Apartment,Private room,1.0,1.0,1.0,Real Bed,9,183.0,10.0,1,0,1,4,346,3,flexible,3,25.0,22.857142857142858,Centro,5
2405,within an hour,100.0,2,40.41106853737983,-3.69374366357036,Apartment,Entire home/apt,1.0,2.0,6.0,Real Bed,17,150.0,50.0,3,25,4,365,337,0,strict,4,79.0,21.257599200162016,Centro,0
2406,within an hour,100.0,5,40.41345424156863,-3.697805402694984,House,Private room,1.0,1.0,1.0,Real Bed,11,183.0,30.0,1,0,2,1125,321,17,strict,3,37.0,21.714285714285715,Centro,1
2407,within an hour,100.0,4,40.41538400905579,-3.7008289536012535,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,8,183.0,40.0,2,15,3,1125,339,6,moderate,4,75.0,20.714285714285715,Centro,5
2408,within an hour,100.0,5,40.41234588594849,-3.6966620631720017,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,19,400.0,50.0,1,0,2,1125,215,10,moderate,4,100.0,22.571428571428573,Centro,4
2409,within an hour,95.0,2,40.41623012678895,-3.698466501048368,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,14,150.0,24.0,2,12,2,1125,163,0,flexible,3,65.0,21.257599200162016,Centro,0
2410,within an hour,100.0,4,40.41256828602727,-3.695534123077925,Apartment,Entire home/apt,1.0,2.0,2.0,Real Bed,13,183.0,30.0,3,15,3,1125,311,7,strict,3,90.0,19.428571428571427,Centro,4
2411,within an hour,100.0,4,40.41306280061736,-3.698116863348352,Apartment,Entire home/apt,2.0,2.0,2.0,Real Bed,16,183.0,12.0,1,0,2,10,8,2,strict,4,85.0,22.714285714285715,Centro,3
2412,within an hour,100.0,4,40.41433631974974,-3.70209162818104,Condominium,Entire home/apt,1.0,1.0,1.0,Real Bed,14,200.0,30.0,2,15,2,60,344,4,moderate,4,145.0,20.142857142857142,Centro,3
2413,within an hour,95.0,2,40.414195589572174,-3.7012917525289057,Apartment,Private room,1.0,1.0,1.0,Real Bed,1,183.0,30.0,1,0,1,1125,355,0,flexible,2,40.0,21.257599200162016,Centro,5
2414,within a day,75.0,4,40.41397759993052,-3.696633053289733,Loft,Entire home/apt,1.0,0.0,1.0,Real Bed,12,183.0,20.0,1,0,2,1125,335,36,strict,3,75.0,20.0,Centro,2
2415,within an hour,96.0,3,40.410627162266536,-3.6938967646039553,Apartment,Entire home/apt,1.0,0.0,1.0,Real Bed,14,183.0,30.0,1,0,1,1125,349,0,flexible,4,89.0,21.257599200162016,Centro,1
2416,within an hour,100.0,4,40.42641572970749,-3.7039848342050457,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,28,183.0,20.0,2,15,1,1125,340,1,strict,4,60.0,22.857142857142858,Centro,2
2417,within a few hours,100.0,4,40.42029183874251,-3.7041222503378015,Apartment,Private room,3.0,1.0,1.0,Real Bed,10,183.0,15.0,1,5,10,1125,62,0,strict,3,25.0,21.257599200162016,Centro,3
2418,within a few hours,100.0,4,40.42299516166118,-3.706288187506908,Apartment,Private room,1.5,1.0,1.0,Real Bed,16,183.0,30.0,1,15,2,1125,359,15,strict,4,45.0,21.285714285714285,Centro,2
2419,within a day,100.0,4,40.42241174078645,-3.70262523137036,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,14,300.0,35.0,2,274,3,1125,331,15,moderate,4,75.0,21.714285714285715,Centro,1
2420,within an hour,90.0,4,40.42142508683701,-3.702835075015531,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,13,150.0,20.0,3,0,2,4,98,21,flexible,2,70.0,21.0,Centro,1
2421,within a few hours,90.0,5,40.42145695374864,-3.704386192677408,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,16,100.0,35.0,3,10,3,30,321,59,moderate,4,90.0,20.857142857142858,Centro,5
2422,within a day,100.0,5,40.42295486565564,-3.702673618882963,Apartment,Entire home/apt,3.0,3.0,4.0,Real Bed,13,300.0,49.0,4,30,3,1125,123,17,strict,5,190.0,22.571428571428573,Centro,1
2423,within a day,100.0,3,40.42573689104727,-3.706744081114882,Apartment,Entire home/apt,1.0,2.0,2.0,Pull-out Sofa,13,100.0,50.0,2,20,3,1125,282,1,flexible,3,125.0,22.0,Centro,5
2424,within a few hours,100.0,4,40.42603341712979,-3.701720853114682,Apartment,Entire home/apt,1.0,2.0,4.0,Real Bed,20,300.0,30.0,3,10,3,1125,334,77,moderate,5,99.0,22.571428571428573,Centro,3
2425,within an hour,95.0,3,40.42285844178027,-3.70399681201902,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,10,183.0,30.0,1,0,1,1125,0,2,flexible,3,70.0,20.714285714285715,Centro,4
2426,within an hour,100.0,4,40.42284343558989,-3.702516173083689,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,17,100.0,20.0,1,0,2,28,312,53,strict,5,75.0,20.857142857142858,Centro,3
2427,within a few hours,100.0,7,40.42440350759545,-3.707998399260358,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,17,300.0,30.0,2,10,3,1125,260,3,strict,4,80.0,20.428571428571427,Centro,4
2428,within a few hours,100.0,5,40.420073384421066,-3.70205667728108,Apartment,Entire home/apt,2.0,1.0,2.0,Pull-out Sofa,20,183.0,30.0,1,8,1,1125,323,63,flexible,4,56.0,19.571428571428573,Centro,2
2429,within a day,75.0,3,40.42669105741618,-3.7105884260365,Other,Entire home/apt,2.0,3.0,4.0,Real Bed,17,183.0,30.0,3,20,2,10,219,1,moderate,2,150.0,19.428571428571427,Centro,1
2430,within an hour,100.0,4,40.42811710553271,-3.7060922346731338,Apartment,Entire home/apt,1.0,0.0,2.0,Real Bed,16,92.0,25.0,1,10,7,1125,203,3,strict,2,35.0,22.571428571428573,Centro,5
2431,within an hour,100.0,5,40.423447652726765,-3.704435428630638,Apartment,Entire home/apt,1.0,2.0,3.0,Pull-out Sofa,15,100.0,30.0,4,10,2,90,297,121,strict,5,70.0,20.0,Centro,5
2432,within an hour,100.0,3,40.42384642347176,-3.702155883937302,Apartment,Entire home/apt,1.0,0.0,1.0,Real Bed,13,150.0,10.0,1,0,2,1125,55,60,strict,4,50.0,21.428571428571427,Centro,2
2433,within an hour,100.0,8,40.42670130995668,-3.7026126940355706,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,23,183.0,10.0,2,25,2,1125,124,73,moderate,4,35.0,21.142857142857142,Centro,4
2434,within a day,100.0,5,40.42878780991225,-3.708233056606563,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,12,150.0,30.0,1,0,2,1125,230,14,moderate,4,75.0,19.571428571428573,Centro,5
2435,within an hour,100.0,3,40.42459750366814,-3.707833124756633,Apartment,Entire home/apt,1.0,0.0,2.0,Real Bed,21,350.0,30.0,1,0,1,15,142,2,moderate,4,80.0,22.857142857142858,Centro,1
2436,within an hour,95.0,6,40.42707195747589,-3.7092758344903953,Apartment,Private room,1.0,1.0,1.0,Real Bed,17,183.0,30.0,1,15,1,1125,342,0,flexible,4,35.0,21.257599200162016,Centro,2
2437,within an hour,100.0,6,40.42712837816061,-3.703508851102333,House,Entire home/apt,1.0,1.0,1.0,Real Bed,22,160.0,20.0,1,0,2,7,345,5,moderate,4,70.0,22.857142857142858,Centro,1
2438,within an hour,100.0,4,40.424783433926535,-3.703337726016123,Other,Private room,1.0,2.0,2.0,Real Bed,16,183.0,25.0,1,0,2,1125,338,28,moderate,5,38.0,20.714285714285715,Centro,3
2439,within a day,100.0,5,40.4290389906013,-3.70845630562264,Apartment,Entire home/apt,1.0,0.0,1.0,Real Bed,12,150.0,30.0,2,0,2,1125,168,7,moderate,4,55.0,21.571428571428573,Centro,5
2440,within an hour,100.0,4,40.4235642322173,-3.708101140256966,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,18,150.0,49.0,2,15,2,1125,322,3,strict,4,89.0,22.857142857142858,Centro,1
2441,within a day,67.0,3,40.42753700118174,-3.702337662034472,Apartment,Private room,1.0,1.0,2.0,Real Bed,12,100.0,10.0,1,10,3,60,335,11,strict,3,25.0,18.857142857142858,Centro,3
2442,within an hour,100.0,2,40.423364861968906,-3.707834884031408,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,13,120.0,30.0,2,10,2,1125,164,5,flexible,4,72.0,22.142857142857142,Centro,1
2443,within a day,100.0,4,40.42203945842089,-3.704811269037874,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,9,183.0,45.0,2,10,3,30,203,58,strict,7,85.0,22.571428571428573,Centro,5
2444,within a day,50.0,3,40.41845822258171,-3.70723881027172,Apartment,Private room,5.0,1.0,1.0,Real Bed,19,200.0,30.0,1,0,4,1125,10,0,strict,3,23.0,21.257599200162016,Centro,2
2445,within an hour,100.0,5,40.41562663102563,-3.704847321561467,Apartment,Private room,2.0,1.0,1.0,Real Bed,15,183.0,10.0,1,0,1,10,316,46,strict,4,36.0,20.714285714285715,Centro,6
2446,within an hour,100.0,4,40.41533493301026,-3.706387985929068,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,13,183.0,30.0,1,0,3,8,9,0,moderate,5,60.0,21.257599200162016,Centro,2
2447,within an hour,95.0,6,40.41876991257122,-3.70636130078485,Apartment,Private room,3.0,1.0,1.0,Real Bed,8,200.0,30.0,1,0,7,1125,311,0,strict,4,36.0,21.257599200162016,Centro,0
2448,within an hour,95.0,6,40.41959067055579,-3.707832606098497,Apartment,Private room,3.0,1.0,1.0,Real Bed,13,200.0,30.0,1,0,7,1125,311,0,strict,4,37.0,21.257599200162016,Centro,0
2449,within an hour,98.0,3,40.419819314401686,-3.706865339712388,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,10,300.0,35.0,1,0,2,1000,271,61,strict,4,76.0,20.571428571428573,Centro,7
2450,within an hour,100.0,4,40.41880081654933,-3.701936743748065,Apartment,Entire home/apt,1.0,0.0,2.0,Real Bed,25,75.0,27.0,2,10,2,1125,300,136,flexible,4,74.0,21.857142857142858,Centro,5
2451,within an hour,95.0,2,40.41764516074699,-3.70333620442081,Apartment,Private room,1.0,1.0,1.0,Real Bed,13,183.0,30.0,1,0,1,1125,0,0,flexible,2,33.0,21.257599200162016,Centro,2
2452,within an hour,95.0,4,40.40484435736351,-3.694816921259597,Apartment,Private room,1.0,1.0,1.0,Real Bed,6,183.0,30.0,1,10,3,22,85,0,flexible,3,28.0,21.257599200162016,Arganzuela,2
2453,within an hour,82.0,1,40.40749602606256,-3.692412626257897,Other,Entire home/apt,1.0,3.0,5.0,Real Bed,14,150.0,25.0,3,10,2,1125,329,0,strict,3,84.0,21.257599200162016,Arganzuela,1
2454,within an hour,100.0,6,40.40743063163639,-3.691038378604657,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,12,200.0,20.0,1,0,20,1125,185,0,strict,5,59.0,21.257599200162016,Arganzuela,1
2455,within an hour,100.0,4,40.4064194333786,-3.679423174831488,House,Private room,1.5,1.0,2.0,Real Bed,15,183.0,30.0,1,0,2,1125,304,21,moderate,5,30.0,22.0,Retiro,3
2456,within a day,100.0,4,40.40623051113735,-3.6747970637698897,Apartment,Entire home/apt,2.0,2.0,2.0,Real Bed,25,183.0,20.0,1,0,2,1125,245,1,moderate,4,105.0,22.857142857142858,Retiro,4
2457,within a day,70.0,4,40.40539851813848,-3.677165328767596,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,14,183.0,20.0,1,10,2,1125,181,21,strict,3,40.0,20.428571428571427,Retiro,4
2458,within an hour,94.0,4,40.40468331727873,-3.6797535579368654,Apartment,Entire home/apt,2.0,3.0,3.0,Real Bed,15,200.0,48.0,1,11,4,1125,339,11,moderate,6,121.0,20.714285714285715,Retiro,6
2459,within a day,80.0,4,40.39764141824316,-3.672711883331016,Apartment,Private room,1.0,1.0,2.0,Real Bed,21,100.0,9.0,1,0,2,1125,347,3,moderate,3,26.0,22.428571428571427,Retiro,3
2460,within an hour,95.0,3,40.40112988002885,-3.671234334778776,Apartment,Private room,2.0,1.0,3.0,Real Bed,16,150.0,15.0,1,40,1,1125,364,0,moderate,3,80.0,21.257599200162016,Retiro,2
2461,within an hour,95.0,5,40.39687677152872,-3.6730892872768544,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,17,183.0,30.0,1,0,1,1125,0,0,strict,4,60.0,21.257599200162016,Retiro,2
2462,within an hour,84.0,3,40.40687731751093,-3.6697165343530367,Apartment,Private room,2.0,1.0,1.0,Real Bed,11,183.0,30.0,1,5,1,1125,301,182,flexible,3,27.0,20.285714285714285,Retiro,2
2463,within a few hours,100.0,5,40.41607165589914,-3.6763326248460375,Apartment,Private room,1.0,1.0,1.0,Real Bed,11,200.0,30.0,1,0,1,1125,364,0,strict,2,40.0,21.257599200162016,Retiro,3
2464,within a day,100.0,4,40.41815206066356,-3.675203822134176,Apartment,Private room,1.0,1.0,1.0,Real Bed,21,183.0,19.0,2,50,2,1125,364,0,flexible,3,80.0,21.257599200162016,Retiro,2
2465,within a few hours,100.0,5,40.41826505248161,-3.690556972264801,Apartment,Private room,2.0,3.0,5.0,Real Bed,20,250.0,44.0,2,31,3,1125,45,1,strict,5,95.0,22.857142857142858,Retiro,2
2466,within an hour,100.0,4,40.41553055245024,-3.689071462954856,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,12,200.0,49.0,2,24,3,1125,56,5,strict,5,104.0,19.285714285714285,Retiro,3
2467,within an hour,100.0,5,40.40793479626091,-3.6838512067410334,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,11,200.0,30.0,4,20,2,1125,217,11,strict,4,75.0,20.714285714285715,Retiro,2
2468,within an hour,100.0,6,40.407194699625634,-3.687449289411708,Apartment,Entire home/apt,2.0,2.0,3.0,Real Bed,20,500.0,40.0,1,0,3,1125,346,10,moderate,4,125.0,21.571428571428573,Retiro,2
2469,within a few hours,100.0,4,40.40665224280858,-3.686563354925776,Apartment,Private room,1.0,2.0,2.0,Real Bed,20,100.0,20.0,2,25,2,1125,29,111,moderate,5,42.0,22.428571428571427,Retiro,4
2470,within an hour,96.0,3,40.41745192609863,-3.688572458752644,Condominium,Private room,1.0,1.0,1.0,Real Bed,15,183.0,30.0,1,7,1,1125,287,112,moderate,3,17.0,20.285714285714285,Retiro,1
2471,within an hour,100.0,5,40.414370260137126,-3.6890408065306777,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,19,221.0,25.0,3,12,2,1125,343,9,strict,6,120.0,21.428571428571427,Retiro,4
2472,within a few hours,100.0,4,40.40773187928116,-3.6848186973255808,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,13,183.0,25.0,1,0,2,1125,117,12,moderate,3,60.0,21.857142857142858,Retiro,2
2473,within an hour,100.0,4,40.413261934147606,-3.6695823692947287,Apartment,Entire home/apt,1.0,3.0,3.0,Real Bed,17,300.0,20.0,6,20,30,1125,277,15,strict,5,90.0,19.285714285714285,Retiro,2
2474,within an hour,100.0,4,40.42383762313538,-3.702200926830292,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,13,300.0,70.0,1,0,3,1125,3,9,strict,5,90.0,21.285714285714285,Centro,2
2475,within an hour,100.0,6,40.42163540236118,-3.705351948187245,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,21,250.0,77.0,2,17,3,1125,9,1,strict,5,150.0,32.0,Centro,5
2476,within an hour,99.0,3,40.42228511150997,-3.7076464229069783,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,5,183.0,25.0,3,8,2,1125,157,12,strict,3,58.0,21.571428571428573,Centro,3
