,host response time,host response rate,host verifications,latitude,longitude,property type,room type,bathrooms,bedrooms,beds,bed type,amenities,security deposit,cleaning fee,guests included,extra people,minimum nights,maximum nights,availability 365,number of reviews,cancellation policy,features,price,average review,final neighbourhood,years being host
2477,within an hour,95.0,3,40.42222054160198,-3.7025460873826535,Apartment,Private room,1.0,1.0,1.0,Real Bed,7,183.0,30.0,1,0,1,1125,0,0,flexible,3,38.0,21.257599200162016,Centro,4
2478,within an hour,100.0,3,40.42507694012343,-3.7083296382169095,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,13,100.0,30.0,2,20,2,1125,258,56,moderate,4,110.0,21.857142857142858,Centro,4
2479,within an hour,95.0,5,40.42562176338679,-3.705796316829256,Apartment,Private room,1.0,1.0,1.0,Real Bed,1,183.0,30.0,1,0,1,1125,365,1,flexible,3,40.0,18.0,Centro,2
2480,within an hour,100.0,5,40.426188180745,-3.705712375495128,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,16,183.0,10.0,1,0,2,1125,324,95,moderate,4,43.0,20.428571428571427,Centro,3
2481,within a few hours,75.0,3,40.42503367713308,-3.711542077574941,Apartment,Entire home/apt,2.0,2.0,3.0,Real Bed,15,200.0,50.0,2,10,2,1125,296,0,strict,4,130.0,21.257599200162016,Centro,3
2482,within a day,100.0,3,40.42546394921624,-3.7029144288700255,Apartment,Private room,1.0,1.0,1.0,Real Bed,1,183.0,30.0,1,0,7,31,36,0,strict,2,26.0,21.257599200162016,Centro,1
2483,a few days or more,30.0,2,40.42599803041909,-3.710114197470826,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,9,150.0,30.0,1,0,3,1125,308,28,strict,3,69.0,19.428571428571427,Centro,5
2484,within an hour,100.0,4,40.420337871887305,-3.7029999708699135,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,15,300.0,30.0,2,30,2,1125,313,3,strict,5,60.0,22.285714285714285,Centro,3
2485,within a few hours,100.0,4,40.42325793953176,-3.70627101203529,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,14,150.0,25.0,1,0,2,1125,339,11,flexible,4,68.0,21.285714285714285,Centro,4
2486,within an hour,95.0,6,40.42314661815391,-3.706102567224883,Condominium,Private room,1.0,1.0,1.0,Real Bed,10,200.0,30.0,1,0,7,1125,80,0,strict,3,35.0,21.257599200162016,Centro,1
2487,within an hour,94.0,4,40.42089688874544,-3.7029173239741584,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,11,150.0,30.0,1,0,1,365,314,18,flexible,4,80.0,20.428571428571427,Centro,5
2488,within an hour,100.0,6,40.42553147969618,-3.701320635114954,House,Entire home/apt,1.0,2.0,5.0,Real Bed,16,183.0,20.0,1,0,1,60,295,7,flexible,4,90.0,18.857142857142858,Centro,2
2489,within an hour,100.0,5,40.422257528886014,-3.708623684274748,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,14,100.0,30.0,1,15,1,30,148,11,moderate,5,40.0,20.285714285714285,Centro,2
2490,within an hour,100.0,6,40.42351616604896,-3.70121368751106,Apartment,Entire home/apt,1.0,0.0,1.0,Real Bed,23,183.0,20.0,1,0,2,30,106,93,moderate,5,60.0,21.285714285714285,Centro,5
2491,within an hour,95.0,4,40.42678298298879,-3.707216648176858,Apartment,Private room,1.0,1.0,1.0,Real Bed,9,183.0,30.0,1,0,3,1125,0,0,flexible,4,20.0,21.257599200162016,Centro,3
2492,within an hour,100.0,5,40.42285825894424,-3.702365238801992,Apartment,Private room,1.0,1.0,1.0,Real Bed,15,183.0,30.0,1,30,2,1125,82,7,flexible,4,35.0,22.428571428571427,Centro,2
2493,within an hour,100.0,4,40.42598604404456,-3.702156995001402,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,19,200.0,30.0,2,0,2,1125,311,178,strict,7,65.0,22.428571428571427,Centro,5
2494,within an hour,100.0,4,40.421909712754925,-3.707024235751116,Apartment,Entire home/apt,1.5,1.0,4.0,Real Bed,20,200.0,30.0,4,20,3,1125,329,53,strict,5,75.0,21.571428571428573,Centro,2
2496,within an hour,100.0,5,40.39177943130442,-3.6951319734852137,Apartment,Private room,1.0,1.0,1.0,Real Bed,17,183.0,30.0,1,0,1,1125,219,102,moderate,5,18.0,22.571428571428573,Arganzuela,2
2497,within a few hours,100.0,4,40.39911748807328,-3.7008423482780937,Apartment,Private room,1.0,1.0,1.0,Real Bed,13,183.0,5.0,1,0,2,1125,258,11,moderate,4,19.0,18.142857142857142,Arganzuela,3
2498,within an hour,100.0,6,40.39253260328067,-3.695615737136756,Other,Entire home/apt,1.0,2.0,3.0,Real Bed,12,200.0,30.0,4,15,2,1125,266,20,strict,5,50.0,21.571428571428573,Arganzuela,2
2499,within a few hours,90.0,4,40.38959842986655,-3.6913334466019223,Apartment,Entire home/apt,2.0,2.0,3.0,Real Bed,16,300.0,30.0,1,0,1,1125,282,7,flexible,4,100.0,22.428571428571427,Arganzuela,2
2500,within an hour,100.0,3,40.3871389972922,-3.692198764868861,House,Private room,1.0,1.0,1.0,Real Bed,20,100.0,30.0,1,0,1,100,361,6,moderate,3,35.0,18.0,Arganzuela,2
2501,within a day,100.0,2,40.38967482485516,-3.690360872260028,Apartment,Private room,1.0,1.0,1.0,Real Bed,19,183.0,30.0,1,0,2,20,223,0,flexible,4,40.0,21.257599200162016,Arganzuela,1
2502,within a few hours,80.0,7,40.39772058682821,-3.6938177670282415,Apartment,Entire home/apt,1.0,3.0,4.0,Real Bed,14,183.0,30.0,1,0,3,15,221,0,moderate,3,50.0,21.257599200162016,Arganzuela,1
2503,within an hour,95.0,5,40.399403173461145,-3.690850066747004,Apartment,Private room,1.0,1.0,1.0,Real Bed,16,183.0,30.0,1,0,2,1125,0,16,flexible,5,25.0,20.428571428571427,Arganzuela,2
2504,within an hour,95.0,4,40.397910715613,-3.6953440699159055,Apartment,Private room,1.0,1.0,1.0,Real Bed,10,183.0,30.0,1,0,1,1125,0,0,flexible,4,30.0,21.257599200162016,Arganzuela,2
2505,within an hour,100.0,3,40.39843901986744,-3.693333189722914,Bed & Breakfast,Private room,1.0,1.0,1.0,Real Bed,11,183.0,30.0,1,10,2,1125,358,42,flexible,4,30.0,22.285714285714285,Arganzuela,2
2506,within an hour,100.0,3,40.39784896492329,-3.6932494700204064,Apartment,Entire home/apt,1.0,3.0,3.0,Real Bed,20,183.0,25.0,2,12,3,1125,46,36,flexible,4,60.0,21.428571428571427,Arganzuela,2
2507,within a few hours,100.0,4,40.398442548921366,-3.6929215131744746,Apartment,Private room,1.0,1.0,1.0,Real Bed,11,183.0,30.0,1,0,2,1125,0,92,flexible,4,42.0,21.285714285714285,Arganzuela,3
2508,within an hour,100.0,4,40.39605215775992,-3.695030828569954,Bed & Breakfast,Private room,1.0,1.0,1.0,Real Bed,12,100.0,6.0,2,10,3,1125,94,60,strict,4,30.0,20.714285714285715,Arganzuela,3
2509,within an hour,100.0,5,40.4004513828309,-3.696964943277212,Apartment,Private room,1.0,1.0,1.0,Real Bed,9,183.0,30.0,1,0,2,15,350,60,moderate,3,24.0,21.857142857142858,Arganzuela,6
2510,within an hour,100.0,3,40.406344413047286,-3.692226144075468,Apartment,Private room,1.0,1.0,1.0,Real Bed,13,183.0,10.0,1,0,2,7,20,5,strict,3,24.0,22.571428571428573,Arganzuela,1
2511,within an hour,100.0,4,40.40561835669316,-3.694613465355292,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,12,150.0,22.0,1,0,2,1125,230,202,moderate,5,46.0,21.285714285714285,Arganzuela,4
2512,within an hour,95.0,3,40.40536080065024,-3.6920941259012943,House,Entire home/apt,1.5,2.0,2.0,Real Bed,11,183.0,30.0,4,10,1,1125,0,0,moderate,3,95.0,21.257599200162016,Arganzuela,4
2513,within an hour,95.0,2,40.40176861370754,-3.69037416340425,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,17,150.0,30.0,1,0,1,4,87,0,flexible,3,150.0,21.257599200162016,Arganzuela,2
2514,within an hour,100.0,3,40.40426236654968,-3.69647058400707,Apartment,Entire home/apt,1.0,2.0,4.0,Real Bed,19,100.0,30.0,1,0,3,1125,221,9,moderate,4,100.0,22.571428571428573,Arganzuela,5
2515,within a few hours,100.0,4,40.40191777472221,-3.699456294870656,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,14,200.0,5.0,2,10,1,1125,0,12,moderate,4,60.0,21.285714285714285,Arganzuela,3
2516,within an hour,100.0,5,40.42391895425018,-3.7054694786285354,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,14,200.0,30.0,2,10,2,1125,108,22,moderate,4,70.0,21.142857142857142,Centro,4
2517,within an hour,89.0,6,40.42354486028144,-3.701410925966513,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,12,183.0,25.0,1,0,1,1125,328,2,strict,5,75.0,22.714285714285715,Centro,1
2518,within an hour,100.0,5,40.42552894902148,-3.7036774379356303,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,20,150.0,20.0,2,15,2,1125,150,10,moderate,3,58.0,21.0,Centro,4
2519,within an hour,100.0,4,40.426020698177936,-3.705015769809409,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,11,183.0,30.0,2,10,1,1125,212,389,moderate,5,38.0,19.142857142857142,Centro,4
2520,within an hour,100.0,5,40.42452275547677,-3.704205378978676,Apartment,Entire home/apt,1.5,1.0,1.0,Real Bed,17,300.0,45.0,1,0,2,1125,135,71,moderate,5,68.0,21.857142857142858,Centro,5
2521,within a day,100.0,4,40.423147521685465,-3.702014506131054,Apartment,Entire home/apt,1.0,2.0,2.0,Real Bed,17,183.0,14.0,2,8,3,21,0,7,moderate,3,59.0,22.857142857142858,Centro,5
2522,within an hour,100.0,2,40.423725665047904,-3.702749740631806,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,15,96.0,30.0,2,8,2,1125,343,10,flexible,4,70.0,22.428571428571427,Centro,1
2523,within an hour,95.0,4,40.42511453509402,-3.705735469479694,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,21,183.0,10.0,1,20,2,1125,0,4,moderate,3,70.0,21.857142857142858,Centro,4
2524,within an hour,100.0,4,40.42175945596221,-3.701876078685904,Condominium,Entire home/apt,1.0,1.0,1.0,Real Bed,18,183.0,20.0,1,0,1,20,318,36,strict,4,44.0,20.142857142857142,Centro,4
2525,within an hour,100.0,6,40.42361217287048,-3.704961308888517,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,26,183.0,30.0,2,25,1,30,322,5,strict,4,65.0,15.571428571428571,Centro,2
2526,within an hour,100.0,4,40.421840046886814,-3.703769758460477,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,15,183.0,25.0,3,0,1,1125,272,223,strict,5,65.0,19.714285714285715,Centro,4
2527,within an hour,100.0,8,40.4017226365797,-3.6902686096795967,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,9,200.0,20.0,1,5,2,180,5,6,moderate,4,40.0,21.142857142857142,Arganzuela,5
2528,within an hour,100.0,4,40.401620937595965,-3.691150360419074,Apartment,Private room,1.0,1.0,1.0,Real Bed,12,183.0,30.0,1,0,1,30,44,21,flexible,3,20.0,22.428571428571427,Arganzuela,1
2529,within an hour,95.0,3,40.40533804918103,-3.691444696117285,Apartment,Private room,1.0,1.0,1.0,Real Bed,7,183.0,30.0,1,0,20,1125,0,0,flexible,3,15.0,21.257599200162016,Arganzuela,2
2530,within a few hours,100.0,3,40.4066499660635,-3.680954511541758,Apartment,Private room,1.0,1.0,1.0,Real Bed,15,183.0,30.0,1,0,1,7,348,23,flexible,3,27.0,21.714285714285715,Retiro,1
2531,within a few hours,100.0,4,40.405154972532735,-3.679349823751634,Apartment,Private room,1.0,1.0,2.0,Real Bed,1,183.0,30.0,1,7,5,1125,311,12,strict,4,30.0,21.142857142857142,Retiro,4
2532,within an hour,100.0,3,40.40303951257114,-3.681376458113195,Apartment,Private room,3.0,1.0,1.0,Real Bed,16,100.0,5.0,1,0,3,365,126,2,moderate,3,27.0,21.428571428571427,Retiro,1
2533,within a few hours,96.0,4,40.40591621668588,-3.680583917895195,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,10,183.0,30.0,1,0,2,28,329,13,moderate,4,90.0,19.0,Retiro,4
2534,within an hour,100.0,4,40.40674954822308,-3.6786251103270544,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,14,183.0,40.0,2,10,3,1125,9,17,strict,5,47.0,21.428571428571427,Retiro,2
2535,within an hour,100.0,4,40.40727931415368,-3.678947398803248,Apartment,Entire home/apt,1.0,2.0,2.0,Real Bed,11,183.0,30.0,2,13,2,1125,328,72,flexible,5,54.0,20.428571428571427,Retiro,2
2536,within an hour,100.0,6,40.40571940437448,-3.679117814042842,Apartment,Private room,1.0,1.0,1.0,Real Bed,16,183.0,5.0,1,5,1,1125,101,6,moderate,4,18.0,22.428571428571427,Retiro,2
2537,within an hour,100.0,6,40.40613213213744,-3.682041662874952,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,12,100.0,38.0,1,10,4,1125,125,54,strict,4,53.0,22.571428571428573,Retiro,2
2538,within an hour,100.0,6,40.40643067501378,-3.673731175506802,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,16,183.0,15.0,1,0,2,1125,162,1,flexible,4,65.0,22.857142857142858,Retiro,1
2539,within a few hours,100.0,2,40.40651084253573,-3.6820725883598846,Apartment,Private room,1.0,1.0,1.0,Real Bed,9,183.0,30.0,1,10,2,5,5,1,flexible,3,20.0,19.714285714285715,Retiro,1
2541,within a few hours,91.0,5,40.40768871733184,-3.66956253153962,Bed & Breakfast,Private room,1.0,1.0,1.0,Real Bed,11,183.0,10.0,1,0,2,200,95,137,moderate,7,19.0,20.142857142857142,Retiro,5
2542,within an hour,95.0,4,40.418733781618,-3.673956062042477,Apartment,Private room,1.0,1.0,1.0,Real Bed,17,100.0,30.0,1,0,10,30,0,3,flexible,4,14.0,17.285714285714285,Retiro,1
2543,within an hour,90.0,5,40.41608598212162,-3.676766028420881,Apartment,Entire home/apt,2.0,2.0,3.0,Real Bed,21,300.0,50.0,1,0,5,1125,342,11,strict,4,150.0,22.714285714285715,Retiro,2
2544,within a few hours,100.0,5,40.419257849675,-3.678874775038385,Apartment,Private room,1.0,1.0,2.0,Real Bed,7,183.0,20.0,1,0,1,1125,28,0,moderate,4,46.0,21.257599200162016,Retiro,5
2545,within an hour,95.0,5,40.41792378485395,-3.6751927834287,Apartment,Private room,1.0,1.0,1.0,Real Bed,17,183.0,30.0,1,0,1,1125,307,0,moderate,4,25.0,21.257599200162016,Retiro,2
2546,within a few hours,100.0,5,40.41885080273379,-3.677442531480792,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,10,200.0,45.0,2,15,4,1125,319,17,strict,4,70.0,22.0,Retiro,6
2547,within a day,80.0,2,40.417831774952575,-3.6744907944448633,Apartment,Entire home/apt,2.5,3.0,3.0,Real Bed,27,500.0,75.0,3,25,10,1125,340,0,strict,3,150.0,21.257599200162016,Retiro,0
2548,within an hour,100.0,4,40.41917837887304,-3.6742175687382415,Apartment,Entire home/apt,2.0,2.0,2.0,Real Bed,21,301.0,40.0,3,40,3,365,253,14,moderate,3,120.0,20.714285714285715,Retiro,5
2549,within an hour,88.0,5,40.41871762867868,-3.672803302249732,House,Private room,2.0,1.0,1.0,Real Bed,16,183.0,15.0,1,15,2,1125,354,6,moderate,5,35.0,22.857142857142858,Retiro,3
2550,within a few hours,100.0,3,40.4187810836005,-3.677226247487628,Apartment,Private room,1.0,1.0,1.0,Real Bed,21,183.0,30.0,1,0,2,7,38,53,moderate,3,30.0,22.428571428571427,Retiro,2
2551,within a few hours,100.0,3,40.415812619892,-3.689549661373095,Apartment,Entire home/apt,1.0,0.0,2.0,Real Bed,18,300.0,40.0,2,20,3,1125,208,2,strict,2,60.0,22.428571428571427,Retiro,1
2552,within an hour,100.0,5,40.40858107759382,-3.681790558514919,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,11,200.0,30.0,4,20,2,1125,206,14,strict,4,80.0,22.0,Retiro,2
2553,within an hour,100.0,4,40.41698447966509,-3.690352176885421,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,20,183.0,30.0,1,0,3,31,295,100,strict,6,85.0,22.428571428571427,Retiro,3
2554,within a few hours,100.0,6,40.41066422856836,-3.6879908689798233,Other,Entire home/apt,2.5,2.0,2.0,Real Bed,14,90.0,40.0,1,0,3,1125,298,5,strict,4,150.0,21.857142857142858,Retiro,3
2555,within an hour,100.0,5,40.40854047507022,-3.682048082571988,Apartment,Entire home/apt,2.0,2.0,4.0,Real Bed,24,400.0,65.0,4,10,3,1125,196,27,strict,3,120.0,20.285714285714285,Retiro,3
2556,within an hour,100.0,6,40.41840450111739,-3.689202849862876,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,14,100.0,20.0,3,15,2,1125,215,31,moderate,5,72.0,20.857142857142858,Retiro,5
2557,within a day,100.0,4,40.41447330259157,-3.690875966669403,House,Private room,1.0,1.0,1.0,Pull-out Sofa,11,183.0,20.0,1,0,2,1125,0,0,strict,4,90.0,21.257599200162016,Retiro,2
2558,within a few hours,100.0,5,40.417884000416585,-3.689668750366389,Apartment,Entire home/apt,3.0,4.0,5.0,Real Bed,21,850.0,88.0,6,31,3,1125,310,34,strict,5,235.0,22.857142857142858,Retiro,2
2559,within a few hours,100.0,6,40.447321256779205,-3.662890199389034,Apartment,Private room,1.0,1.0,1.0,Real Bed,14,183.0,30.0,1,0,1,1125,340,45,moderate,3,23.0,22.428571428571427,Chamartín,1
2561,within a few hours,100.0,4,40.44689030672853,-3.672344564046288,Other,Private room,0.5,1.0,1.0,Real Bed,11,183.0,30.0,1,8,3,1125,326,43,flexible,3,25.0,22.714285714285715,Chamartín,2
2562,within an hour,95.0,3,40.44571013880629,-3.6767704711923455,Loft,Private room,1.0,1.0,2.0,Real Bed,17,188.0,30.0,1,0,7,62,364,0,moderate,3,105.0,21.257599200162016,Chamartín,2
2563,within an hour,100.0,4,40.44761533114096,-3.671191917300105,Loft,Entire home/apt,1.0,0.0,1.0,Real Bed,13,183.0,30.0,1,0,1,5,54,16,strict,4,50.0,22.285714285714285,Chamartín,5
2564,within an hour,100.0,4,40.44863174492589,-3.673111284472259,Condominium,Entire home/apt,2.0,2.0,2.0,Real Bed,17,300.0,40.0,1,0,2,1125,97,12,moderate,4,225.0,22.857142857142858,Chamartín,2
2565,within a few hours,100.0,6,40.44360880667608,-3.6772605932727496,Apartment,Entire home/apt,1.0,0.0,1.0,Real Bed,12,100.0,20.0,1,5,7,365,38,0,strict,3,40.0,21.257599200162016,Chamartín,1
2566,within an hour,100.0,4,40.45752542185539,-3.684074270240681,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,16,85.0,10.0,1,0,2,1125,63,3,moderate,5,67.0,19.142857142857142,Chamartín,2
2567,within an hour,100.0,4,40.46419458089836,-3.670738498578268,Bed & Breakfast,Private room,1.0,1.0,2.0,Real Bed,25,183.0,30.0,1,35,1,1125,336,15,flexible,5,40.0,20.857142857142858,Chamartín,4
2568,within an hour,100.0,3,40.462803362502285,-3.6882614192557233,House,Entire home/apt,2.5,2.0,2.0,Real Bed,25,183.0,50.0,3,0,3,1125,341,47,moderate,3,180.0,22.142857142857142,Chamartín,2
2569,within an hour,95.0,4,40.46317905684768,-3.681393108426192,Apartment,Entire home/apt,1.0,1.0,1.0,Real Bed,12,450.0,10.0,1,10,1,1125,218,4,moderate,4,55.0,22.857142857142858,Chamartín,4
2570,within a few hours,100.0,4,40.46104966316514,-3.686011641024948,Apartment,Entire home/apt,2.0,2.0,4.0,Real Bed,20,183.0,250.0,1,0,30,1125,229,0,strict,4,252.0,21.257599200162016,Chamartín,2
2571,within an hour,100.0,4,40.46884204951575,-3.68610430211388,Apartment,Entire home/apt,2.0,3.0,4.0,Real Bed,22,200.0,45.0,3,5,4,200,316,17,moderate,5,99.0,21.857142857142858,Chamartín,4
2572,within a few hours,100.0,5,40.44976609955005,-3.7050282502820178,Apartment,Entire home/apt,1.0,2.0,4.0,Real Bed,15,100.0,25.0,3,5,2,30,292,31,moderate,5,49.0,20.428571428571427,Tetuán,1
2573,within an hour,100.0,3,40.448937913568166,-3.704806301309903,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,10,183.0,20.0,4,8,1,1125,337,0,moderate,3,55.0,21.257599200162016,Tetuán,4
2574,within an hour,90.0,3,40.45562020531986,-3.7041707174552463,Loft,Entire home/apt,1.0,0.0,2.0,Real Bed,16,183.0,20.0,2,10,2,1125,75,0,strict,4,38.0,21.257599200162016,Tetuán,1
2575,within an hour,100.0,5,40.44819834393993,-3.704588184006533,Apartment,Entire home/apt,1.0,2.0,3.0,Real Bed,16,183.0,20.0,2,10,2,1125,235,11,strict,5,59.0,19.428571428571427,Tetuán,2
2576,within a day,80.0,4,40.4478750753063,-3.7071514650653934,Apartment,Entire home/apt,2.0,2.0,2.0,Real Bed,13,183.0,30.0,1,0,5,1125,355,0,flexible,4,56.0,21.257599200162016,Tetuán,3
2577,within a few hours,100.0,5,40.45129137746457,-3.695521770013487,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,17,183.0,30.0,1,0,2,1125,69,24,moderate,4,95.0,21.142857142857142,Tetuán,4
2578,within an hour,100.0,8,40.45282183340901,-3.700686688220988,Apartment,Private room,2.0,1.0,1.0,Real Bed,12,183.0,30.0,1,0,2,1125,3,1,flexible,4,19.0,22.857142857142858,Tetuán,1
2579,within an hour,95.0,3,40.45484869284568,-3.6968368251903576,Condominium,Private room,1.0,1.0,1.0,Real Bed,18,183.0,30.0,1,0,7,1125,0,1,flexible,3,40.0,22.857142857142858,Tetuán,2
2580,within an hour,100.0,4,40.45328430576048,-3.6934987753804127,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,24,450.0,15.0,2,15,1,30,72,14,strict,3,70.0,21.714285714285715,Tetuán,3
2581,within a few hours,90.0,4,40.45435455103088,-3.696896374270407,Apartment,Private room,1.0,1.0,1.0,Real Bed,21,183.0,5.0,1,0,1,1125,166,30,moderate,3,48.0,22.142857142857142,Tetuán,2
2582,within an hour,95.0,2,40.448208635225626,-3.7008565026506175,Apartment,Private room,1.0,1.0,1.0,Real Bed,20,183.0,30.0,2,5,1,1125,0,1,flexible,3,22.0,22.857142857142858,Tetuán,2
2583,within an hour,100.0,5,40.45424165926951,-3.692120510012767,Apartment,Entire home/apt,1.0,2.0,5.0,Pull-out Sofa,22,150.0,35.0,4,20,3,1125,304,17,strict,5,80.0,22.0,Tetuán,5
2584,within a few hours,100.0,3,40.45297817399435,-3.693429408762472,Apartment,Entire home/apt,1.0,1.0,1.0,Pull-out Sofa,16,150.0,30.0,2,10,1,100,271,105,flexible,3,45.0,20.571428571428573,Tetuán,4
2585,within a few hours,100.0,3,40.46419551941527,-3.6933435108202537,Apartment,Entire home/apt,1.0,1.0,2.0,Real Bed,14,183.0,30.0,2,11,6,1000,261,7,flexible,3,43.0,21.857142857142858,Tetuán,4
2586,within a few hours,100.0,4,40.464917580234186,-3.690930154788876,Apartment,Private room,1.0,1.0,2.0,Real Bed,26,183.0,15.0,1,25,1,1125,314,17,strict,4,24.0,22.0,Tetuán,4
2587,within a day,100.0,5,40.45767725364141,-3.696064287263865,Other,Entire home/apt,1.0,1.0,1.0,Real Bed,15,183.0,30.0,2,0,1,20,174,1,flexible,3,90.0,22.857142857142858,Tetuán,3
2588,within an hour,100.0,4,40.45804182132109,-3.700183675522934,Apartment,Private room,1.0,1.0,1.0,Real Bed,18,183.0,30.0,1,10,1,1125,31,4,flexible,4,20.0,20.571428571428573,Tetuán,3
2589,within an hour,95.0,4,40.44323715619547,-3.718091366706637,Apartment,Private room,1.0,1.0,2.0,Real Bed,11,183.0,30.0,1,8,1,1125,364,0,strict,2,37.0,21.257599200162016,Chamberí,1
2590,within an hour,100.0,4,40.43951066251032,-3.7130447635780457,Apartment,Private room,2.0,3.0,3.0,Real Bed,1,183.0,30.0,1,0,1,1125,364,2,flexible,2,35.0,22.857142857142858,Chamberí,1
2591,within a day,50.0,3,40.44422089532598,-3.704597678275354,Apartment,Private room,1.0,1.0,2.0,Real Bed,15,183.0,30.0,1,15,4,1125,357,4,moderate,3,21.0,22.142857142857142,Chamberí,4
2592,within an hour,95.0,2,40.4431218453933,-3.715205032056846,Apartment,Private room,1.0,1.0,1.0,Real Bed,10,183.0,30.0,1,0,1,1125,0,0,flexible,3,25.0,21.257599200162016,Chamberí,2
2593,within a day,100.0,5,40.47188130004511,-3.692119282851869,Apartment,Entire home/apt,2.0,1.0,2.0,Real Bed,14,150.0,30.0,4,0,2,1125,185,7,moderate,4,62.0,17.428571428571427,Tetuán,5
